macID,building,floor,longitude,latitude,filename,mw,ms,er,mode
weiy49,BSB,1,-79.92035197,43.26225916,weiy49_2_20200108113316052.pbf,13,11,11,2
weiy49,BSB,1,-79.92052138,43.2622645,weiy49_2_20200108113340120.pbf,7,9,9,2
weiy49,BSB,1,-79.92071176,43.2622606,weiy49_2_20200108113403321.pbf,8,11,7,2
weiy49,BSB,2,-79.92068493,43.26225925,weiy49_2_20200108113458782.pbf,4,5,4,2
weiy49,BSB,2,-79.92041012,43.26226198,weiy49_2_20200108113533079.pbf,3,3,3,2
weiy49,BSB,2,-79.92018657,43.2622642,weiy49_2_20200108113557493.pbf,11,13,8,2
weiy49,BSB,2,-79.92018988,43.26235778,weiy49_2_20200108113618497.pbf,18,18,11,2
weiy49,BSB,2,-79.92017529,43.26201097,weiy49_2_20200108113705350.pbf,0,0,0,2
weiy49,BSB,2,-79.920177,43.26185195,weiy49_2_20200108113740924.pbf,9,9,7,2
weiy49,BSB,2,-79.92016145,43.26161076,weiy49_2_20200108113822479.pbf,3,2,2,2
weiy49,ITB,1,-79.92068888,43.25856883,weiy49_2_20200123123641998.pbf,28,27,28,2
weiy49,ITB,2,-79.92115971,43.25907958,weiy49_2_20200129090516571.pbf,44,47,47,2
weiz29,JHE,1,-79.92033969,43.2605897,weiz29_2_20190903110458.pbf,11,15,19,2
weiz29,JHE,1,-79.9203506,43.26059758,weiz29_2_20190903110654.pbf,15,29,27,2
wilsoj43,JHE,2,-79.92012881,43.2608505,wilsoj43_2_20191030162600.pbf,14,28,25,2
xiey89,MUSC,1,-79.91753897,43.26339648,xiey89_2_20191026102416.pbf,6,15,13,2
xiey89,MUSC,1,-79.91769667,43.26334704,xiey89_2_20191026121138.pbf,31,38,35,2
xiey89,IWC,1,-79.91511953,43.265404,xiey89_2_20191028121514.pbf,50,124,115,2
xiey89,IWC,1,-79.91508205,43.26520311,xiey89_2_20191028121738.pbf,4,12,14,2
xiey89,IWC,1,-79.91504829,43.26517948,xiey89_2_20191028122101.pbf,11,28,26,2
xiey89,LRW,1,-79.91723362,43.26095086,xiey89_2_20191030113355.pbf,1,8,5,2
yaoy41,PC,1,-79.91956121,43.25977735,yaoy41_2_20191001184218.pbf,0,10,10,2
yaoy41,MML,6,-79.91768657,43.26270692,yaoy41_2_20191001210229.pbf,0,8,8,2
yaoy41,MML,6,-79.91763387,43.26261418,yaoy41_2_20191001210430.pbf,0,8,8,2
yaoy41,MML,6,-79.91745038,43.26266282,yaoy41_2_20191001212415.pbf,0,8,8,2
yaoy41,IAHS,1,-79.92035009,43.2597099,yaoy41_2_20191007122712.pbf,0,26,27,2
yaoy41,IAHS,1,-79.92033758,43.25975806,yaoy41_2_20191007122912.pbf,0,19,7,2
yaoy41,ITB,1,-79.92070903,43.25882789,yaoy41_2_20191010154750.pbf,0,6,6,2
zengl9,HGTL,1,-79.92255293,43.26113186,zengl9_2_20191018123819.pbf,39,48,45,2
zengl9,HGTL,1,-79.92257768,43.26095017,zengl9_2_20191018123841.pbf,24,26,29,2
zengl9,HGTL,1,-79.92283996,43.26097013,zengl9_2_20191018124620.pbf,45,49,51,2
zengl9,CUC,1,-79.92200877,43.26172395,zengl9_2_20191018125223.pbf,48,52,53,2
zhabi23,HGTL,1,-79.92256495,43.2612474,zhabi23_2_20191119231507.pbf,0,12,18,2
zhanx284,HH,3,-79.92012836,43.26320261,zhanx284_2_20191104154346.pbf,16,19,19,2
zhaom33,JHE,2,-79.92017531,43.26050605,zhaom33_2_20191001173115.pbf,0,73,60,2
zhengq26,IWC,1,-79.91487088,43.2658555,zhengq26_2_20191103180421.pbf,13,22,21,2
zhengq26,IWC,1,-79.91479772,43.2657443,zhengq26_2_20191103180716.pbf,21,36,33,2
